EXCLUDE,Line Number,Location path code,Date/Video Link,Time of Day/ Timestamp,Context,Caregiver Question,Menu,Destination Word,,,Caregiver Response,Comments,
,1261,CI,,,,,,Isabelle,,,,,
,1262,CH,,,,,,Tillie,,,"Yeah. Isabelle, Tillie? You want to read a book together all of us? We can do that. We can read a book together but are you up for doing some writing together? ",,
,1263,CK,,,,,,Taste,,,,,
,1264,CK,,,,,,Taste,,,You want a treat?,,
TRUE,1265,,,6:45,,Do you want to read this little book that I wrote or do you want to work on some writing?,,,,,,Ellie picks the book on index cards and Jen asks again writing or book she wrote,
,1266,F,,24:45:00,,What's something you want to say? What would you like to write about? You pick something to write about. We are going to write it. What do you want to write about? Music? or entertainment?,Entertainment,,,,"Super, I love it",,
,1267,FD,,,,,Alexa,,,,uh huh good job what's next,,
,1268,FDO,,,,"Do you want to pick something else? Uh huh, what is it?",,Alexa volume 5,,,uh huh what's next all done?,,
,1269,FDO,,,,,,Alexa volume 5,,,,,
,1270,FDJ,,,,Go for it,,Alexa play hooked on a feeling on pandora,,,,,
,1271,FDQ,,,,,,Alexa play handel,,,let's work on new letters,,
,1272,,,,,,,,,,,,
,1273,J,20231130_211316,evening,not on video,,About me,,,,,,
,1274,JD,,,,,Body,,,,,,
,1275,JDE,,,,,,Wing,,,,,
,1276,JDI,,,video starts here,,,I feel good,,,,,
,1277,JDJ,,,,,,Ouch,,,,,
,1278,JDJ,,,,,,Ouch,,,,,
,1279,JDJ,,,,,,Ouch,,,,,
,1280,JDI,,,,,,I feel good,,,Ouch you feel good? You had an ouch in the past,,
,1281,JDE,,,,,,Wing,,,Yeah,Jen navigates back to memory and time,
,1282,HBC,,,,How are you feeling today (undetectible),,Yesterday,,,"Yeah, you called me, I was so thankful",,
,1283,HBC,,,,,,Yesterday,,,,,
,1284,HBC,,,,,,Yesterday,,,You called me and I felt really happy thank you for calling me when I felt sad,,
,1285,HBC,,,,,,Yesterday,,,uh huh (Alexa volume 2) yesterday?,,
,1286,HBD,,,,,,Today,,,,,
,1287,HBD,,,,,,Today,,,uh huh,,
,1288,HBD,,,,,,Today,,,uh huh,,
,1289,HBD,,,,,,Today,,,uh huh,,
,1290,HBC,,,,,,Yesterday,,,uh huh,,
,1291,HBC,,,,What's up,,Yesterday,,,,,
,1292,HBD,,,,,,Today,,,,,
,1293,HBD,,,,,,Today,,,uh huh,,
,1294,HBD,,,,,,Today,,,,,
,1295,HBE,,,,,,Tomorrow,,,mmm hmm and then what - what's today and tomorrow,,
,1296,HBE,,,,,,Today,,,uh huh and then what,,
,1297,HBC,,,,,,Yesterday,,,uh huh and then what,,
,1298,HBC,,,,,,Yesterday,,,,,
,1299,HBC,,,,,,Yesterday,,,uh huh yeah and then what? Do you want some help? ,adjusts tablet,
,1300,HBE,,,,,,Tomorrow,,,uh huh and then what,,
,1301,HBE,,,,What's up,,Tomorrow,,,,,
,1302,HBL,,,,,,No like,,,,,
,1303,HBK,,,,,,Like,,,No like like? mmm hmm,,
,1304,HBH,,,,,,Future,,,mmm hmm,,
,1305,HBD,,,,And then what,,Today,,,mmm hmm,,
,1306,HBC,,,,,,yesterday,,,are you all done?,,
,1307,,,,,,,,,,,,
,1308,J,20231219_115606,11:56 AM,"Before video starts, she says I will feel afraid a lot (afraid/future); Isabelle is sick",,About me,,,,,,
,1309,JE,,,,,Feeling,,,,,,
,1310,JEG,,,,,,Afraid,,,,,
,1311,JEGC,,,,,,I want to feel afraid,,,,,
,1312,JEGH,,,,,,I will feel afraid,,,,,
,1313,JEGH,,,,,,I will feel afraid,,,,Video starts here,
,1314,JEGH,,,,,,I will feel afraid,,,"Sorry - I wasn't with her, I was with TIllie, sorry honey, here I come",,
,1315,JEGH,,,,"What's up, keep going, what's up, are you feeling nervous? Go for it, what's up?",,I will feel afraid,,,Yeah,"some non-capacitive touches, Jen adjusting stand and camera",
,1316,JEGH,,,,,,I will feel afraid,,,,,
,1317,JEGH,,,,,,I will feel afraid,,,Yeah,,
,1318,JEGH,,,,,,I will feel afraid,,,What are you feeling afraid about?,"Jen navigates to talk about, yes/no",
,1319,AGD,,,,are you feeling afraid about...,,I'm not sure,,,,,
,1320,AGB,,,,Are you feeling afraid about mom being gone with Tillie,,Yes,,,"Okay, I'm back now, I'm back",,
,1321,J,,,,How do you feel,About me,,,,Yeah,,
,1322,JE,,,,,Feeling,,,,,,
,1323,JEB,,,,,,Happy,,,,,
,1324,JEBC,,,,,,I feel happy,,,Yeah (Jen says something else),,
,1325,JEBC,,,,,,I feel happy,,,,,
,1326,JEBC,,,,,,I feel happy,,,,,
,1327,JEBC,,,,,,I feel happy,,,I'm really glad,,
,1328,JEBC,,,,,,I feel happy,,,,,
,1329,JEBC,,,,,,I feel happy,,,,,
,1330,JEBC,,,,,,I feel happy,,,,,
,1331,JEBC,,,,,,I feel happy,,,Good,,
,1332,JEBD,,,,,,I want to feel happy,,,,,
,1333,JEBC,,,,,,I feel happy,,,Yeah,,
,1334,JEBC,,,,,,I feel happy,,,,,
,1335,JEBC,,,,,,I feel happy,,,,,
,1336,JEBC,,,,,,I feel happy,,,,,
,1337,JEBD,,,,,,I want to feel happy,,,I'm glad,,
,1338,JEBC,,,,,,I feel happy,,,,Jen navigates back to main,
,1339,J,,,,,About me,,,,,,
,1340,JE,,,,,Feeling,,,,,,
,1341,JED,,,,,Mad,,,,I'm sorry I interrupted you,,
,1342,JEDB,,,,,,I feel mad,,,,,
,1343,JEDB,,,,,,I feel mad,,,,,
,1344,JEDB,,,,,,I feel mad,,,,Jen navigates back to main,
,1345,J,,,,,About me,,,,,,
,1346,JD,12.19.23,,,,Body,,,,,,
,1347,JDC,12.19.23,,,,,Tummy,,,"Uh huh, how's your tummy feeling",,
,1348,JDI,,,,,,I feel good,,,,,
,1349,JDJ,12.19.23,,,,,Ouch,,,,,
,1350,JDJ,12.19.23,,,,,Ouch,,,,,
,1351,JDJ,12.19.23,,,,,Ouch,,,You have a tummy ouch? We're going to go see Dr. Heather on Friday.,,
,1352,JDI,12.19.23,,,,,I feel good,,,"This Friday, here. We're going to see Dr. Heather on Friday, on this day right here, we'll see Dr. Heather for your tummy.",,
,1353,JDI,12.19.23,,,,,I feel good,,,yeah,,
,1354,JDJ,12.19.23,,,How's your tummy feel? How's your tummy?,,Ouch,,,,,
,1355,JDJ,,,,,,Ouch,,,,,
,1356,JDI,12.19.23,,,,,I feel good,,,Ouch I feel good? Okay.,,
,1357,T2JDH,12.19.23,,,,,Back,,,"Yeah, in the past?",,
,1358,JDJ,,,,,,Ouch,,,,,
,1359,JDI,12.19.23,,,,,I feel good,,,,,
,1360,T2JDH,12.19.23,,,,,Back,,,"Yeah, in the past.","Jen changes ""back"" to ""past"" on tablet, navigates to ""About Me"" ""Body""",
,1361,JDJ,12.19.23,,,,,Ouch,,,,,
,1362,JDJ,,,,,,Ouch,,,,,
,1363,T2JDH,,,,,,Past,,,,,
,1364,T2JDH,,,,,,Past,,,"Yeah, you did have an ouch in the past",,
,1365,JDJ,12.19.23,,,,,Ouch,,,,Jen sets up the word Past and does an association,
,1366,JDJ,,,,,,Ouch,,,,,
,1367,JDI,12.19.23,,,,,I feel good,,,,,
,1368,JDI,12.19.23,,,,,I feel good,,,,,
,1369,JDH,12.19.23,,,,,Today,,,"Uh huh, you feel good today?",,
,1370,JDI,12.19.23,,,,,I feel good,,,,,
,1371,JDJ,,,,,,Ouch,,,,,
,1372,JDJ,,,,,,Ouch,,,,,
,1373,JDI,,,,,,I feel good,,,,,
,1374,JDG,12.19.23,,,,,Past,,,,,
,1375,JDJ,,,,,,Ouch,,,,,
,1376,JDI,12.19.23,,,,,I feel good,,,,,
,1377,JDI,12.19.23,,,,,Head,,,,,
,1378,J,12.19.23,,,,About me,,,,,,
,1379,JD,12.19.23,,,,Body,,,,,,
,1380,JDI,12.19.23,,,,,I feel good,,,,,
,1381,JDI,12.19.23,,,,,I feel good,,,You feel good?,,
,1382,JDI,12.19.23,,,,,I feel good,,,,,
,1383,JDI,12.19.23,,,,,I feel good,,,,,
,1384,JDH,12.19.23,,,,,Today,,,,,
,1385,JDI,12.19.23,,,,,I feel good,,,Okay,,
,1386,JDJ,12.19.23,,,How does your tummy feel today?,,Ouch,,,,,
,1387,JDI,12.19.23,,,,,I feel good,,,We're going to the dr Friday,,
,1388,JDH,12.19.23,,,,,Today,,,,,
,1389,JDI,12.19.23,,,,,I feel good,,,We're going to go see about your tummy ouch,Jen navigates back to main,
,1390,I,12.19.23,,,,Descriptions and Preferences,,,,,,
,1391,IB,,,,,Opposites,,,,uh huh,,
,1392,IBJ,12.19.23,,,What's next?,,Dark,,,Yep at night?,,
,1393,IBJ,12.19.23,,,,,Dark,,,,,
,1394,IBG,12.19.23,,,,,Broken,,,"I know, (something about the curtain, Jen shows missing curtain)",,
,1395,IBH,12.19.23,,,,,Fixed,,,,(Noncapacitive touches on light),
,1396,IBJ,12.19.23,,,,,Dark,,,"The light button isn't working, let me check on it","Jen goes to settings and tries to fix light, navigates back to Descriptions and preferences, opposites",
,1397,IBJ,12.19.23,,,,,Dark,,,,Ellie still trying to touch light -not voicing,
,1398,IBH,12.19.23,,,,,Fixed,,,,Jen turns off and on the light to fix,
,1399,IBI,12.19.23,9M,,,,Light,,,,,
,1400,IBH,12.19.23,,,,,Fixed,,,,,
,1401,IBJ,12.19.23,,,,,Dark,,,,,
,1402,IBJ,,,,,,Dark,,,,,
,1403,IBD,12.19.23,,,,,Down low,,,uh huh,,
,1404,IBI,12.19.23,,,,,Light,,,,,
,1405,IBH,12.19.23,,,,,Fixed,,,,,
,1406,IBJ,12.19.23,,,,,Dark,,,,,
,1407,IBI,12.19.23,,,,,Light,,,Where do you want me to fix?,Jen opens PLACES Menu,
,1408,BI,12.19.23,,,"Okay, where do you want me to fix? What needs fixing?",,Outside aviary,,,uh huh? ,,
,1409,BJ,12.19.23,,,What's up?,,Golf Cart Ride,,,"I know, the golf cart is broken too",,
,1410,BQ,,,,,,Like,,,,,
,1411,BI,12.19.23,,,,,Outside aviary,,,The golf cart is broken,,
,1412,BI,12.19.23,,,,,Outside aviary,,,,,
,1413,BI,12.19.23,,,,,Outside aviary,,,"What needs to be fixed, what do you want fixed? What else is broken?",,
,1414,BJ,12.19.23,,,,,Golf Cart Ride,,,,,
,1415,BI,12.19.23,,,,,Outside aviary,,,The golf cart is broken,,
,1416,BR,,,,Anything else need to be fixed?,,No like,,,,,
,1417,BI,12.19.23,,,,,Outside aviary,,,,,
,1418,BI,12.19.23,,,,,Outside aviary,,,,,
,1419,BK,,,,,,River aviary,,,It's cold,,
,1420,BJ,,,,,,Golf Cart Ride,,,,,
,1421,BJ,12.19.23,,,,,Golf Cart Ride,,,,,
,1422,BI,12.19.23,,,,,Outside aviary,,,,,
,1423,BI,,,,,,Outside aviary,,,uh huh,Jen navigates back to main,
,1424,J,,,,,About me,,,,,,
,1425,JC,,,,,Temperature,,,,,,
,1426,JCB,,,,,,Hot,,,uh huh,,
,1427,JCBD,,,,,,I want to feel hot,,,Yeah,Jen navigates back one screen,
,1428,JCE,,1101,,What's your temperature right now?,,Cool,,,,,
,1429,JCED,,,,,,Like ,,,,,
,1430,JCEG,,,,,,I felt cool,,,,,
,1431,JCEC,,,,,,I want to feel cool,,,,,
,1432,JCED,,,,,,I want to feel cool,,,,Ellie navigates back to main,
,1433,JCEA,,,,,Back,,,,,,
,1434,J,,,,,About me,,,,,,
,1435,H,12.19.23,,,,Memory and time,,,,uh huh,,
,1436,HB,12.19.23,,,,Time,,,,Yeah?,,
,1437,HBC,12.19.23,,,,,Yesterday,,,,,
,1438,HBH,12.19.23,,,,,Future,,,,,
,1439,HBC,12.19.23,,,,,Yesterday,,,,,
,1440,HBC,12.19.23,,,,,Yesterday,,,,,
,1441,HBD,12.19.23,,,,,Today,,,,,
,1442,HBC,12.19.23,,,,,Yesterday,,,,,
,1443,HBD,12.19.23,,,,,Today,,,uh huh,,
,1444,HBD,,,,,,Today,,,uh huh,,
,1445,HBC,12.19.23,,,,,Yesterday,,,What's up? What's next?,,
,1446,HBC,,,,,,Yesterday,,,,,
,1447,HBC,,,,,,Yesterday,,,,,
,1448,HBC,,,,,,Yesterday,,,uh huh and then what?,,
,1449,HBO,12.19.23,,,,,Happy,,,Aww :) I'm glad,,
,1450,HBE,12.19.23,,,,,Tomorrow,,,uh huh ,,
,1451,HBC,12.19.23,,,,,Yesterday,,,,,
,1452,HBC,12.19.23,,,,,Yesterday,,,,,
,1453,HBC,12.19.23,,,,,Yesterday,,,uh huh and then what?,,
,1454,HBC,,,,,,Yesterday,,,uh huh and then what?,(some NC touches),
,1455,HBE,12.19.23,11:56 AM,,,,Tomorrow,,,uh huh and then what? What's next,,
,1456,HBD,12.19.23,11:56 AM,,,,Today,,,,,
,1457,HBE,12.19.23,11:56 AM,,,,Tomorrow,,,,,
,1458,HBG,12.19.23,11:56 AM,,,,Past,,,,,
,1459,HBO,12.19.23,11:56 AM,,,,Happy,,,Happy?,,
,1460,HBO,,,,,,Happy,,,,,
,1461,HBO,,,,,,Happy,,,,,
,1462,HBJ,12.19.23,11:56 AM,,,,Talk About,,,Aww,,
,1463,HBE,12.19.23,11:56 AM,,,,Tomorrow,,,Yeah,,
,1464,HBC,12.19.23,11:56 AM,,,,Yesterday,,,,,
,1465,HBC,,,,,,Yesterday,,,,,
,1466,HBE,12.19.23,11:56 AM,,,,Tomorrow,,,,,
,1467,HBC,12.19.23,11:56 AM,,,,Yesterday,,,Uh huh?,,
,1468,HBD,,,,,,Today,,,,,
,1469,HBC,12.19.23,11:56 AM,,,,Yesterday,,,Yeah? Are you happy?,,
TRUE,1470,,12.19.23,11:56 AM,,What's next? ,,,,,,Jen navigates back to main menu,
,1471,C,,,,,Experience,,,,uh huh,,
,1472,CD,,,,,,Touch,,,uh huh,,
,1473,CI,,,,,,Isabelle,,,,,
,1474,CK,,,,,,Taste,,,"Yep, Isabelle have a treat?",Jen gives Isabelle a treat from Ellie,
,1475,CD,,,,Thank you Ellie that was so sweet of you. I'm back.,,Touch,,,,,
,1476,CB,,,,,,Mom,,,uh huh,,
,1477,CE,,,,I know how you want the sunflower seeds (Jen changed treat),,See,,,,,
,1478,CI,,,,,,Isabelle,,,"uh huh, you want to go look at Isabelle?",,
TRUE,1479,,,,,How do you think Isabelle feels today?,,,,,,"Jen navigates to About Me, Body",
,1480,JDJ,12.19.23,,,How is Isabelle today? How is Isabelle? How's Isabelle's body? Are you looking at her? Yeah. How's Isabelle today?,,Ouch,,,,,
,1481,JDJ,12.19.23,,,,,ouch,,,"Yeah, does she have an ouch do you think?",,
,1482,JDI,12.19.23,,,Where is her ouch? Where's her ouch do you think?,,I feel good,,,,,
TRUE,1483,,12.19.23,,,How does Isabelle feel? Does Isabelle feel good?,,,,,I'm going to have to go in a second here,"(NC ouch) She doesn't respond, Jen goes back to main menu",
,1484,J,12.19.23,,,,About me,,,,,,
,1485,JC,,,,,Temperature,,,,,,
,1486,JCK,,,,,,Night star,,,At night? Yeah? How were you last night?,,
,1487,JCB,,,,,,Hot,,,uh huh,,
,1488,JCBD,,,,,,I want to feel hot,,,,,
,1489,JCBC,,,,,,I feel hot,,,I think that you felt cool,"She says she feels hot last night even though it was cool outside; Isabelle was sick though. Jen navigates to night star, moon cool. I felt cool.",
TRUE,1490,,,,,I think you felt cool. How did you feel? Are you done?,,,,,,Jen sets tablet up for writing.,
TRUE,1491,,,,,,,,,,,,
,1492,I,20231221_231313,11:13 PM,Ellie walked up; Isabelle is still sick; Jen is getting everyone ready for bed but the tablet is up,"Hey Ellie (Jen doing things, Ellie waits) Go for it Ellie. I'll be right back. (Jen back around 7 m in)",Descriptions and Preferences,,,,Yeah? That's what Isabelle picked,"Jen getting others ready for bed, Ellie rings bell.",
TRUE,1493,T2PREFS,12.21.23,7m26s in,,What's up? Hi,Preferences,,,,"I know, I haven't finished that one yet.",,
TRUE,1494,T2PREFS,,,,,Preferences,,,,,,
TRUE,1495,T2PREFS,12.21.23,,,,Preferences,,,,I still haven't finished it yet. I know. I'm not sure what else to put there. But you want some more words huh? Yeah. Ellie rings bell,,
,1496,IB,12.21.23,,,,Opposites,,,,,,
,1497,IBI,12.21.23,,,,,Light,,,,,
,1498,IBI,12.21.23,,,,,Light,,,"Yeah, light?",,
,1499,IBC,12.21.23,,,,,High Up,,,Light high up yeah?,,
,1500,IBG,12.21.23,,,,,Broken,,,I know,,
,1501,IBH,12.21.23,,,,,Fixed,,,I know,,
,1502,IBC,12.21.23,,,,,High Up,,,"Yeah. Here's the thing though, ",,
,1503,IBG,,,,,,Broken,,,Isabelle feels afraid when you sleep there,,
,1504,IBH,12.21.23,,,,,Fixed,,,,,
,1505,IBD,,,,,,Down low,,,,,
,1506,IBD,12.21.23,8m20s,,,,Down low,,,"Uh huh, what about...the floor?",,
,1507,IBD,,,,,,Down low,,,,,
,1508,IBD,12.21.23,,,,,Dark,,,,,
,1509,IBJ,,,,,,Dark,,,,,
,1510,IBJ,12.21.23,,,,,Dark,,,"Yeah, the floor is dark, you're right",,
,1511,IBH,12.21.23,,,,,Fixed,,,I did fix that one!,,
,1512,H,12.21.23,,,,Memory and Time,,,,Uh huh,,
,1513,HC,12.21.23,,,,Remember,,,,,,
,1514,HCH,12.21.23,,,,,Talk about,,,,,
,1515,HCH,12.21.23,,,,,Talk about,,,,,
,1516,HCI,12.21.23,,,,,Look at pictures,,,Uh huh,,
,1517,HCH,,,,,,Talk about,,,,,
,1518,HCB,12.21.23,,,,,Moonlight,,,Aww are you thinking about moonlight today? Let's look at pictures of Moonlight! There you go.,"Ellie zooms in (They look at pictures together and talk about death and grief) After, Jen navigates to About Me, Feelings",
,1519,JEB,12.21.23,10m38s,,What are your feelings? How do you feel?,,Happy,,,"Yeah, I'm glad. It's sleepy time",,
,1520,JEBD,,12m20,,,,I want to feel happy,,,I'm glad,,
,1521,JEBG,,,,,,I felt happy,,,,,
,1522,JEBC,,,,,,I feel happy,,,,,
,1523,JEBC,,,,,,I feel happy,,,"I'm so glad, thank you, Ellie",Jen navigates back to main,
,1524,J,,,,Tell us about your ouch,About me,,,,,,
,1525,JD,12.21.23,,,,Body,,,,,,
,1526,JDI,12.21.23,,,,,I feel good,,,,,
,1527,JDI,12.21.23,,,,,I feel good,,,I'm glad Ellie.,Jen walks away and she rings the bell a lot,
,1528,JDI,,,,"""Tomorrow we're going to go see Dr. heather""",,I feel good,,,I'm glad Ellie.,,
,1529,JDJ,12.21.23,,,"Do you have a tummy ouch? Ellie, do you still have a tummy ouch?",,Ouch,,,,,
,1530,JDJ,12.21.23,,,,,Ouch,,,Yeah,,
,1531,JDJ,12.21.23,,,Did you have it today or in the past?,,Ouch,,,,Ellie rings bell (Jen is over by Isabelle),
,1532,T2JDH,12.21.23,,,,,Back,,,,,
,1533,T2JDH,12.21.23,,,,,Back,,,,,
,1534,T2JDH,12.21.23,,,,,Back,,,Oh-you have the wrong one. We're going to see Dr Heather tomorrow. She is going ot check and see if you need antibiotics,(board says Back but she uses it for past - other board says past)Jen navigates back to main,
,1535,J,,,,,About me,,,,,,
,1536,JE,,,,,Feeling,,,,,,
,1537,JEG,,,,,,Afraid,,,,,
,1538,JEGB,,,,,,I feel afraid,,,,Ellie rings bell (Jen is over by Isabelle),
,1539,JEGH,,,,,,I will feel afraid,,,,"Jen navigates back to main, seasonal, holidays Christmas",
,1540,ADCEN,,,,Do you want to talk about Christmas?,,Past,,,"uh huh, and then what",,
,1541,ADCEK,,,,,,Game,,,,,
,1542,ADCEJ,,,,,,Book,,,Games and books?,,
TRUE,1543,,,,,Which one? Do you want to do a Christmas game?,,,,,,"Jen navigates to games, they play and color",
TRUE,1544,,,,,,,,,,,,
TRUE,1545,,20231228_130158,1:01 PM,Jen says the last video with Isabelle is really long and has Ellie saying a lot of things for Isabelle and Tillie,Look I made you a new board! It's a cleaning menu!,,,,,,"Showed her the new Descriptions & Preferences (movement, etc) and the new To Play, Tracing and Writing menu",
,1546,J,,,,,About me,,,,,,
,1547,JC,,,,,Temperature,,,,What do you think?,,
,1548,JCD,,,,,Warm,,,,,,
,1549,JCD,,,,,Warm,,,,,,
,1550,JCD,,,,,Warm,,,,,,
,1551,JCDI,,,,,,Warm Outside,,,It is cold outside! Cold cold cold cold cold! Winter-it's winter cold outside. Jen guides her to touch cold and says it's cold outside. Takes her outside so she can feel cold.,,
,1552,H,,,,,Memory and time,,,,,,
,1553,HB,,,,,Time,,,,,,
,1554,HBC,,,,,,Yesterday,,,,,
,1555,HBC,,,,,,Yesterday,,,"Yeah, what do you think about yesterday",,
,1556,HBO,,,,Um hmm,,Happy,,,,,
,1557,HBP,,,,,,Sad,,,happy and sad,,
,1558,HBO,,,,,,Happy,,,,,
,1559,HBO,,,,,,Happy,,,uh huh,,
,1560,HBO,,,,,,Happy,,,,,
,1561,HBJ,,,,,,Talk about,,,,,
,1562,HBO,,,,,,Happy,,,sad happy,(nc sad),
,1563,HBO,,,,,,Happy,,,,,
,1564,HBP,,,,,,Sad,,,,"Jen navigates to main, talk about, yes and no",
,1565,AGH,,,,Did you feel sad about Tillie? Did you feel sad about Tillie and Mom outside? what do you think? were you sad about Tillie and Mom outside?,,Like,,,,several nc ,
,1566,AGB,,,,,,Yes ,,,,,
,1567,AGB,,,,,,Yes,,,Did you say Tillie was slow?,"Ellie navigates out of speech board and into paint, writes an n to get a nut-they practice writing, Jen brings up about me, feelings",
,1568,Z,,,,,,,,,,,
,1569,JEB,,,,How do you feel about Tillie? How do you feel about Tillie,,Happy,,,,,
,1570,JEBC,,,,,,I feel happy,,,yeah,,
,1571,JEBC,,,,,,I feel happy,,,"Tillie's wonderful, we love our sister",Jen navigates back,
,1572,JEB,,,,How does Tillie feel about you?,,Happy,,,"yeah, Tillie feels happy, and Tillie feels love",Jen presses love,
,1573,JEB,,,,,,Happy,,,,Jen navigates to To Play,
,1574,DG,,,,,,Typing,,,,Jen navigates back to Tracing and Writing,
,1575,DCH,,,,What do you want to do?,,Write words,,,,,
,1576,DCB,,,,,,Tracing,,,,,
,1577,DCB,,,,,,Tracing,,,,,
,1578,DCH,,,,,,Write words,,,,,
,1579,DCH,,,,,,Write words,,,Tracing and writing words,,
,1580,DCB,,,,,,Tracing,,,uh huh,,
,1581,DCD,,,,,,Free writing practice,,,,,
,1582,DCE,,,,,,Letter practice,,,"Okay, so pick one thing and we'll do that","Jen navigates back to main, to play, tracing and writing",
,1583,DCB,,,,What do you want to do?,,Tracing,,,,(3 nc tracing touches first) Jen navigates to Writing Wizard,
TRUE,1584,,,,,,,,,,,,
,1585,J,20231203_113248,morning,Ellie had pressed About me feelings before video started,,About me,,,,,,
,1586,JE,,,,,Feeling,,,,,,
,1587,JEK,,,,,,No like,,,I have taken forever to get in here,Video starts here,
,1588,JEB,,,,,,Happy,,,,,
,1589,JEBC,,,,,,I feel happy,,,,,
,1590,JEBC,,,,,,I feel happy,,,awww,,
,1591,JEBD,,,,,,I want to feel happy,,,I'm glad,,
,1592,JEBD,,,,,,I want to feel happy,,,,,
,1593,JEBC,,,,,,I feel happy,,,"I'm glad. Thank you Ellie, let me get your treats. I have some treats right here.","Jen explains a flood and other things, long morning, water everywhere",
,1594,JEBC,,,,,,I feel happy,,,,,
,1595,JEBC,,,,,,I feel happy,,,,,
,1596,JEBC,,,,,,I feel happy,,,I'm so glad,,
,1597,JEBC,,,,,,I feel happy,,,I'm really glad to hear that Ellie,,
,1598,JEBD,,,,,,I want to feel happy,,,,,
,1599,JEBC,,,,,,I feel happy,,,,,
,1600,JEBC,,,,,,I feel happy,,,"I'm glad, I'm glad to see you",Explains another caregiver was there Friday and it's Sunday,
,1601,JEBC,,,,,,I feel happy,,,,,
,1602,JEBD,,,,,,I want to feel happy,,,,,
,1603,JEBD,,,,,,I want to feel happy,,,,Yesterday they played outside but no lessons because Jen had the flu and today we are back at it,
,1604,JEBD,,,,,,I want to feel happy,,,,,
,1605,JEBD,,,,,,I want to feel happy,,,I'm so glad,Ellie rings bell - Jen is across the room,
,1606,JEBG,,,,,,I felt happy,,,I'm coming,nc I feel happy,
,1607,JEBD,,,,,,I want to feel happy,,,Hi,Jen navigates back to main,
,1608,D,,,,How are you? ,To play,,,,,,
,1609,DB,,,,,,Snuggle,,,"I'm coming, okay I'm here, hi","Ellie rings bell, Jen lets her pick favorite treats from options",
,1610,DB,,,,"Okay, hi, how are you? I missed you. It has been a long week. Libby got sick a week ago.",,Snuggle,,,Yeah,,
